Q01217|3zzf
23476|5f60
138474|5igl
P22629|5n8b
O14684|5t36
------|5t78
Q99814|5ufp
------|5xmp
P00798|1bxq
P23007|1csr
P00800|1qf0
Q44668|1t13
O38732|2qi0
Q4KMI8|3dbd
P04746|3oli
P39748|3uvu
P13612|3v4v
P50120|4ede
P0AD64|4gd6
P00734|4hfp
P07900|4o07
Q70I53|5g3w
A5K8L9|5gvl
P03372|5hyr
23476|5igk
Q9H8M2|5igm
P9WFY1|5tcj
P16088|1b11
P00734|1d3p
P00742|1fax
O75469|1ilh
Q24306|1jd6
P03472|1xoe
P78536|2ddf
P00742|2ei6
Q91RS4|2f9u
P00489|2gm9
Q61258|2hzn
P35505|2hzy
P01844|2qhr
P03367|2upj
A5HZZ9|3ds9
P06935|3e90
P23687|3eq9
P07900|3hhu
P00918|3mna
P34913|3otq
P00918|3p5l
Q8WSF8|3sh1
O60760|3vi7
P56817|4acu
F0TRT1|4ln7
P08709|4na9
------|4zx9
------|5cil
Q9WMX2|5pzn
A5U4D5|5trr
P02925|1drj
P03472|1f8c
P00742|1g2m
Q13231|1hkk
P00760|1k1m
P01724|1oar
P00749|1owh
P00778|1p04
P04015|1r6n
P56817|1xn3
P00800|1y3g
P28523|1zoe
P04587|2bpy
P11838|2er9
Q96CA5|2i3h
Q15109|2mov
O75469|2o9i
Q9R1M7|2rc9
P56817|2vj7
Q3UDT3|2wxm
Q9UG22|2xtn
P40409|2xuz
A9JQL9|2zy1
P48147|3ddu
P42574|3dei
P39900|3f18
P56817|3inf
P55899|3m17
O28471|3re4
P07900|3rlq
Q9GJ77|3rwh
P14350|3s3m
P07900|3vha
P64012|3zi0
P45452|4a7b
P56817|4fse
P56817|4j1i
Q9Y5Y6|4jyt
Q9Y5Y6|4jzi
Q9I194|4k2f
P23946|4k69
P14207|4kn0
Q9L5C8|4len
P00811|4lv1
Q05769|4oty
O43570|4qjo
P00492|4rab
5170|KSKJXRIPBCBIJO-UJYNLSRYSA-O
P00797|4rz1
5347|FUSQJSZOURGGAK-MJQRXZELSA-N
B9A5C1|4wx7
P49419|4x0u
P00517|4z83
P9WFV1|5ags
P51449|5apj
C1KIK8|5epy
O94925|5fi7
Q00987|5hmk
P39900|5i3m
P37028|5m29
P25774|5qby
Q9H9B1|5tuz
O35904|6ez6
P03369|1cpi
P00734|1dwc
P0A731|1ik4
P00517|1veb
P56817|1ym4
P18031|2fjn
P00918|2gd8
D0VWX8|2q2a
P07900|2yi5
P08709|2zzu
P01892|3bgm
P06280|3s5y
O92972|3u4r
Q8WUI4|3zns
Q9H2K2|4j21
O43924|4jvb
P14324|4l2x
Q38C91|4mw0
Q6Q3H7|4p7m
Q9CZW6|4qpl
P00338|4qsm
P23639|4r02
P56817|4r92
Q9Y2N7|4wn5
Q86C09|5ael
P03372|5dx3
P03420|5ea6
23476|5hls
B0SWV2|5ne5
Q96RI1|5q0p
P29466|1bmq
P08311|1t32
P50135|2aow
P50135|2aox
P52732|2fl6
P00918|2pou
Q8WSF8|2xys
P0C6U8|2zu4
Q07869|3g8i
P14174|3l5r
P00918|3ryy
P10619|4az0
Q95WL3|4dxj
Q08602|4gtv
P03366|4ojr
Q6Q3H7|4p7s
B3PEE6|5i24
Q8E378|5jf3
P50579|5lyx
P01892|5nmf
B3PEE6|5npd
P11609|5tw5
Q6DRA1|5wac
P06202|1b5j
------|1fl6
P00811|1pi4
P00797|2bks
P00811|2i72
O97447|2isv
O97447|2isw
P56817|3dm6
P00918|3mmf
Q96RI1|3omm
P00797|3q3t
P10415|4aq3
P07900|4o05
23476|4ogi
P01903|4ov5
D0VX11|4qgd
P11609|4y16
Q9H2K2|5aeh
O00255|5db0
P51449|5ufo
P08254|1ciz
P00918|1eou
P00760|1qb9
P00749|1sc8
P00734|1vzq
Q07817|1ysi
P46881|2cfg
Q24451|2f7o
Q9KU37|2oxn
P18031|2qbq
Q5RZ08|2r38
B0R5M0|2vx9
Q9W1M7|2x6j
P12821|2ydm
Q24451|3dx0
O15151|3fea
Q00987|3jzr
Q00987|3lbl
P16088|3ogp
P00918|3p3h
P97612|3qkv
O76074|3shz
Q8WUI4|3znr
A2IC68|4avj
23476|4f3i
P56817|4k8s
P00918|4m2v
P23639|4qls
P11797|4z2i
Q9Y4K3|4z8m
P07711|5f02
P09464|1n0s
Q9HPW4|2ccb
P00520|3oy3
Q5HGZ3|3u7m
P49610|4azi
P52293|1iq1
P00811|1my8
P00749|1sqo
Q58EU8|1yei
Q58EU8|1yej
P11086|2g71
P0AF18|2p53
P69834|2yc5
Q9Y3Q0|3fed
1956|HPMJWGVCEPACET-DUBUDNBPSA-P
Q9QYJ6|3hqw
------|3ikc
Q9KNC3|3kyg
P26093|3ocz
P16469|3rde
A8DG50|3sv6
Q12QS6|3t2w
O53649|3zuk
P03366|4cpr
Q9Y233|4dff
Q9PTN2|4fhh
Q01064|4npv
Q14397|4ohp
P02769|4or0
Q04609|4p4i
P28720|4puj
P28720|4q4o
23476|5f61
P00918|5fdc
P07711|5maj
P42264|5nf6
Q90240|1h8l
P00517|1xh4
P10844|2nm1
Q3UDT3|2wxq
P03369|3el0
P00523|3f3w
P22734|3oe4
P00797|3own
P23639|3shj
P09955|3wab
P00760|4abj
Q7BGA5|4fil
P43378|4ge6
P17931|5e8a
Q6XEC0|5fas
Q00987|5lay
P04825|5mft
P51449|5ntq
P00918|5o07
P0A720|5tmp
Q96KS0|5v1b
P45452|1fls
P03367|1iiq
P35963|1k6c
P04585|1rev
P03366|1tvr
P00374|1u71
P09874|1wok
Q07343|1y2j
Q8WSF8|2c9t
O38732|2qhy
P03472|2qwe
P56817|2vie
P19793|3h0a
P09874|3l3l
Q98XH7|3o6m
Q13002|3qxm
P42264|3u92
Q00987|3vbg
P23687|4bcd
Q9GZT9|4bqw
P42264|4e0w
Q9NTG7|4jt8
P01901|4pgb
P00766|4q2k
Q0P8Q4|5a5v
O14744|5emj
Q9FII5|5gr9
Q92793|5i89
P17752|5l01
P56817|5tol
P51449|5w4r
P13081|1ewj
Q8WSF8|2br8
P46881|2cfd
Q99AU2|2fvc
P25774|2hh5
P25774|2hhn
P39045|2xdm
A5K1A2|2ynd
P27487|3d4l
Q04631|3eu5
Q9FUZ2|3m6r
P34913|3pdc
O92972|3ska
P56817|4b1d
D9J2T9|4emr
O76083|4g2l
P26663|4kb7
P26663|4kbi
Q8GAV4|4l6t
Q07343|4myq
Q9H2K2|4tk5
Q9H2K2|4uvv
P00918|5doh
P35439|5vih
Q03181|3peq
P03366|4cpw
P00517|2uw5
P00742|2vwo
P29274|2ydo
P39900|3n2v
Q98XH7|3o6l
P23639|3oeu
P25774|3ovx
P03367|4hdp
P27487|4j3j
D0VX11|4qf8
P9WN38|4xyc
P78417|4yqm
P53762|4zph
P00918|5byi
------|5e2w
O95271|5ety
P10275|5jjm
A3MWN5|5ly3
P55201|5myg
------|5xmu
P02766|1bm7
P04584|1ivp
P02911|1lah
P46925|1lf2
P09464|1lke
P09237|1mmq
P45568|1onp
Q9Y275|1osg
P78540|1pq3
P00760|1qcp
P50579|1r5g
P56658|1uml
P10943|1vea
P00918|1zfq
P03951|1zom
Q04609|2c6c
A0QWG6|2gek
Q07817|2lp8
Q27546|2mas
P00918|2nnv
P45452|2ow9
P10415|2w3l
P13053|2zmj
P07900|3bmy
P04585|3e01
P07900|3ekr
P07900|3ft8
P17752|3hfb
------|3i02
P56817|3in4
O43451|3l4u
P00918|3myq
P16088|3ogq
P07900|3owd
P07900|3rlr
P0A0K8|3u2k
P61964|3uvm
O54438|4bnv
Q00987|4dij
E5R5T0|4dq2
P14324|4ga3
G5DDY8|4gpk
P00772|4gvu
Q9YK84|4hs6
P00492|4ijq
------|4ngh
Q07806|4oon
P03305|4qbb
Q8IL11|4r6t
P00492|4rac
P03951|4ty6
2043|ZCSJRMJTPCBVQA-BWJPDRPBSA-O
P09874|5a00
P34913|5alg
P15090|5d48
------|5eoc
O94925|5fi6
Q92793|5i8g
O94925|5i94
Q92793|5ktw
P0A910|5m2q
P0AES7|5mmp
Q9H8M2|5twx
P21146|5ukm
P27487|3w2t
P03366|4cpu
Q837A3|4z7f
O75164|5ly1
P35439|5u8c
Q60520|1g1e
P33247|1h35
P14555|1j1a
P00734|1ths
P04585|1tkx
A2NTU7|2e7l
P25774|2f1g
P23946|2hvx
P45352|2tsr
Q8IL11|3t8w
P50120|4exz
P42676|4fxy
Q8N1Q1|4hu1
P43490|4lww
Q38C91|4mvy
P43490|4o28
D0VX11|4qer
P50120|4ruu
P58154|4um3
Q99685|4uuq
P51449|4zjr
P13053|5h1e
Q9GZT9|5ox6
P23007|1csh
P00760|1k1j
P00742|1lpk
P00749|1owi
P00734|1riw
P00800|1tlp
P26514|1v0l
P26514|1v0n
P00749|1vj9
P00749|1w10
P04058|2cmf
P00918|2fov
P78536|2oi0
P44542|3b50
Q9RHV9|3e9h
Q5CPK7|3khj
P00918|3ni5
P00918|3rz0
P28523|4anm
G3XCK4|4asj
P0A4Z6|4b6q
P14324|4dem
P14324|4h5c
P14324|4h5d
P56817|4j0v
P00749|4jk5
Q38C91|4mvw
Q04609|4ngn
Q04609|4ngr
Q14397|4ohm
Q05097|4ywa
P08246|5a8z
P00523|5d11
D9IEF7|5v88
P63000|1ryh
P04035|3cct
A8DG50|3suf
Q4FZB7|5cpr
P01837|1a0q
P00811|1c3b
P0A786|1d09
Q81755|1dxp
O75469|1m13
P40136|1pk0
P0A786|1q95
P61823|1qhc
P62942|1qpf
P04587|2avs
P10275|2ax6
Q16186|2nbk
P56817|2ph6
P03367|2pyn
P56817|2qzk
Q86X55|2y1x
P04035|3cd0
P42574|3dek
P00811|3fkv
Q13133|3ipq
P00811|3ixg
P56817|3l5e
Q96KQ7|3rjw
P14350|3s3o
Q08499|3sl4
P03951|4crb
Q9GK12|4fnn
D0ELH5|4jjm
P07900|4lwh
P23639|4no1
Q9Y3Q4|4nvp
O96935|4zw3
Q9NRG4|5arg
P29375|5ive
2043|VGWDEPSAUKHVON-WSCXZWOYSA-O
Q01064|5uoy
P03452|5w6r
P03452|5w6t
P04058|1u65
P04035|3cda
P56817|4b05
------|5xmt
P43235|1q6k
P29354|1zfp
P56817|2fdp
Q9I9P7|2lbv
P00797|2v13
P56817|2wf2
P0A4Z6|2xb8
P00811|3bm6
Q6DPL2|3cl2
P17752|3hf6
P02766|3p3s
P00918|3sap
P00918|3t5u
I6L8R4|4cu7
P34913|4j03
P05024|4ret
P56817|4rro
Q13451|4tw7
P08235|4uda
Q13822|4zg9
Q6P179|5ab0
P03372|5fqr
Q9UGL1|5fun
P01903|1klu
P00742|1lpz
O26708|1nj1
P22411|1orw
P03372|1pcg
Q07343|1xlx
P56817|1xs7
P20231|2fs8
P20231|2fxr
P26664|2gvf
P08254|2jt6
Q9QYJ6|2o8h
P27487|2qoe
P26663|2wcx
Q03137|2y6o
Q71VM4|2yns
P18031|2zmm
P08709|2zp0
P39900|3ehx
P00523|3el8
P09960|3fh7
P28720|3gc4
Q5SWW9|3ig6
P26663|3igv
Q00987|3iux
O76074|3jwq
P00520|3kfa
Q8IL11|3kr4
P00742|3liw
P22734|3nwe
P00811|3o87
P14350|3oyn
P00918|3p58
P42575|3r6g
P00918|3rj7
P11609|3ubx
P06276|4bds
P12821|4bzr
P98170|4ec4
Q03243|4g0a
Q9H2K2|4hyf
P19793|4m8h
23476|4o74
Q9H2K2|4ui8
6046|4uyf
6046|4uyg
A7A9N3|4yec
O00255|5db2
P06276|5dyt
P11838|5hct
------|5i8c
P62937|5t9u
Q38C91|5tqu
P19491|1ftm
P00918|3ibn
P05067|3ifp
P00374|4g95
Q9Z4P9|5m77
Q04724|5mwj
Q96RI1|5q0o
P35439|5vij
------|5xmr
Q9WUL7|1fzq
P35963|1k6t
P00734|1no9
P00742|1v3x
P15917|1yqy
P04587|2aoe
Q6Q004|2p3c
O38732|2psu
P28523|2pvl
P46798|2z4r
P28523|3be9
A2NHM3|3eyu
Q9GK12|3o4k
G3XD33|3w8o
P45452|3wv3
Q9H2K2|4avw
P07900|4awo
Q8WSF8|4dbm
O00255|4i80
P56817|4jp9
O95271|4k4e
P0A7Z4|4kn7
P03460|4nrk
P43490|4o1d
------|4uin
P49023|4xgz
------|5f4l
O00499|5i22
P62937|5ta4
O00408|5xkm
P00760|1c1r
P19491|1mqi
P00749|1owk
A2IC68|4avi
O00255|4x5z
Q16Y94|5v13
P00734|1c1v
P02766|1e5a
P33247|1o6q
P18031|1q6n
P00735|1uvt
P00797|2bkt
Q86U60|2g0h
P00918|2hl4
P56817|2wez
Q9U9J6|3d78
P19493|3fat
P07711|3h89
Q96KQ7|3k5k
P78536|3l0v
Q04609|3sjf
Q9Y233|3wyk
P56817|3zmg
Q8BTI9|4bfr
P78540|4ixu
P42574|4jje
1633|4jlm
P07900|4lwi
A2NUT2|4m1d
A3N294|4r73
P52679|4rpo
P00918|4ruz
O14684|4yk5
Q00955|5ctb
P21836|5eie
O23346|5el9
O14744|5eml
P03951|5exn
Q07820|5iez
P03951|5qck
A5U4D5|5tho
P08709|5u6j
P03956|966c
P35439|5dex
P43235|1au0
P00742|1f0r
Q8R028|1i8i
P0A7D4|1juy
P18031|1nny
P00798|1ppk
P03367|2az9
P00734|2cn0
Q7M4E5|2fj0
P07711|2xu1
P02768|2ydf
P07711|2yjc
Q8WSF8|2yme
P26663|3cde
Q8C3H8|3d14
P01892|3d25
P56817|3dv5
O76083|3k3e
P97612|3k83
P47811|3p7c
P56817|3qi1
Q08499|3sl5
Q9R1E6|3way
P11797|3wd1
B5MZR0|4aw8
P26663|4b74
23476|4bjx
1457|UDFCLWFXSYGXAC-UHFFFAOYSA-N
P05121|4g8o
P05121|4g8r
O00255|4gq4
P14324|4jvj
P27694|4nb3
Q0P844|4oeu
Q7CJS8|4ofl
Q9I0A4|4p73
P00918|4q06
6046|4qev
Q47066|4x69
P43235|4x6h
P22102|4zyv
P34913|5alu
P51449|5c4t
O00255|5db1
P15090|5edc
P16088|5fiv
O60341|5lgu
------|5tcy
Q6DRA1|5w13
P04587|2bpv
P55072|3tiw
P06873|1bjr
P23284|1cyn
P01868|1dbj
P21836|1j07
P06328|1ngw
P00760|1o2q
P00918|1oq5
P00734|1t4v
P00749|1w0z
Q08499|1y2k
P00918|1ze8
P59071|2arm
P18031|2cni
Q86C09|2p1c
P27487|2p8s
P07900|2vci
P07900|2vcj
O60760|2vcx
Q3UDT3|2wxn
Q5F9M1|2yln
P00374|3eig
A2RI36|3f8c
Q2F7J3|3v1r
U5XBU0|4cpz
P02766|4d7b
P67475|4del
O76083|4gh6
Q9H2K2|4j3m
P23639|4r17
P23639|4r18
K4NGD4|4ygf
5209|5ak0
P00760|5eg4
A8EVM5|5ek0
Q9H8M2|5f1l
Q96RI1|5q14
6046|5u6v
O60502|5un9
Q9NR97|5wyz
------|5xmv
------|5yjm
Q07820|6b4u
P00734|2a2x
Q13526|2itk
P56817|4x7i
Q96RI1|5q0v
P08246|1b0f
O92805|1bai
P01901|1fzm
P03368|1gno
Q51400|1h8y
I6SHA6|1him
Q24451|1hww
P00811|1iem
Q90EB9|1izh
P61823|1j7z
P19491|1m5e
P03366|1mes
P19491|1mm6
P19491|1mm7
P01724|1oau
P31335|1oz0
P01903|1pyw
P68826|1q1y
P28720|1s39
P32755|1sqi
P19971|1uou
P00749|1vja
P62993|1x0n
Q92731|1zaf
P04191|2agv
P08709|2c4f
P08254|2d1o
Q16236|2flu
P05880|2fx7
P00797|2g1r
O32080|2hmu
O32080|2hmv
O32080|2hmw
P20701|2ica
P09955|2piy
P27652|2psj
P00520|2qoh
P00517|2uw0
P47205|2ves
P26663|2who
P37268|3asx
P09960|3b7r
P09960|3chq
A5KE01|3ewc
O67854|3f3e
Q07869|3fei
P12271|3hy5
P95607|3i51
P56817|3inh
P97612|3k7f
P56817|3lhg
Q16602|3n7r
Q16602|3n7s
Q96RI1|3olf
Q1R3F7|3p7i
Q9WMX2|3q0z
P0C6F2|3th9
P56817|3tpr
P0A590|3zxr
O54438|4bnu
O54438|4bnx
Q16853|4bty
P00517|4c36
P56524|4cby
P03366|4cpt
P55055|4dk7
P00734|4e7r
5347|SXKVQEFURPQJEJ-DAEQFWDASA-N
P56817|4fsl
P04925|4j8r
Q9I194|4k2g
P55072|4kln
8877|4l02
P27487|4n8e
P51449|4nie
Q9WMX2|4nld
P07900|4o09
P42574|4pry
O43570|4q0l
P0A720|4tmk
P04190|4tyt
I0RTF3|4v1f
Q13822|4zga
P08246|5a0a
P56524|5a2s
A5U3K4|5dri
Q8TEK3|5dry
P56817|5he4
Q9WFL7|5hvp
Q92793|5ktx
------|5l9g
P00918|5sz5
P03366|5uv5
P70365|5y7w
P39900|3lk8
P00517|4c37
K0Y3H9|4mmp
P03366|1ajv
P08254|1caq
P00918|1cnw
P62942|1j4r
Q08638|1oif
P04150|1p93
P03372|1uom
P43235|1yk7
Q92793|2l84
P09955|2pjb
P56817|2wf3
P62937|2x2c
P95276|2zjf
P27487|3c43
P0AD64|3d4f
P03369|3el5
P37231|3g9e
P07711|3h8c
P0AAI5|3hnz
P07900|3owb
P37268|3vjc
P37231|4a4w
P07900|4egk
P23639|4fzg
P09874|4hhz
P56817|4j1e
Q38C91|4mw1
P43490|4n9d
Q9H2K2|4uvw
O95271|4uw1
P34913|4x6y
O35904|4xe0
P04191|4ycm
Q9UGL1|5a3n
P34913|5als
P03372|5fqp
Q9Y233|5i2r
O95551|5j3s
P00760|5lh8
Q8N1Q1|5lla
Q3UDT3|5ngb
P00746|5tca
P50135|2aou
P39900|3ljg
P00918|5fdi
P09455|5hbs
P08254|1bqo
P08254|1d8f
P00772|1eas
P00742|1f0s
P33247|1h36
P03366|1heg
Q10714|1j36
P46925|1lee
P00742|1nfu
P00760|1qbo
P02593|1qiw
P00734|1qj6
P20701|1rd4
P03366|1sbg
Q01693|1txr
P08254|1usn
P00742|1wu1
P27487|1x70
P50579|2adu
P00742|2bmg
P08254|2jt5
P00517|2oh0
P09955|2pj8
P00517|2uw7
P24182|2v59
P09960|3b7u
Q9BJF5|3i7c
P00918|3nb5
P27487|3o9v
P56817|3ohh
P47811|3p7b
P97612|3qk5
P45452|3tvc
P0ACC7|3twd
Q4CWB4|3wcb
Q6DE08|3ztx
A2IC68|4auj
A2IC68|4auy
A5K1A2|4cae
P03366|4cpq
O92972|4gmc
Q57ZL6|4i71
O76074|4i9z
P56273|4ipf
Q9H2K2|4j22
P02701|4jhq
P98170|4kjv
O67854|4mm5
P19793|4pp5
P47900|4xnw
------|5cin
O14744|5emm
P39900|5i0l
P29274|5iu8
P43681|5kxi
Q38C91|5nfh
P42574|1rhq
Q00944|2jkm
D0PY27|3vqs
P08191|4x50
I6BD60|5fwr
P00734|1hdt
Q9HPW4|2ccc
Q96RI0|2zpk
P00517|4c38
P0A8M3|4hwp
Q6L8Q7|4z2b
O66465|5ckr
P01857|1axs
P34914|1ek1
P19491|1my2
P00811|1pi5
P08709|1wss
P00517|1xh9
P00734|2bdy
P05880|2fx9
P11086|2g70
P00734|2jh6
O60882|2jsd
Q00987|2lzg
P09955|2pj7
Q99AU2|2qe2
P04117|2qm9
P09960|3chs
P04587|3cyw
Q04609|3d7g
P80188|3dsz
------|3gm0
Q9UNA0|3hy9
P56817|3k5c
P43235|3kwb
P11172|3mi2
Q9QYJ6|3qpn
5347|CIRPYNVQFXHBGY-BKXCAEITSA-N
O92972|3ske
Q13490|3uw4
P03366|4cpx
P56817|4dh6
P27487|4g1f
K7N5N3|4gzt
P08709|4jyv
P56817|4ke0
P08191|4lov
O76074|4md6
P08709|4nga
Q14397|4oho
P01901|4pge
O95271|4uuh
Q13451|4w9o
P04191|4ycn
P22102|4zyt
P08246|5abw
P06026|5apr
A0A024|5cbm
P05067|5csz
P34913|5fp0
P27708|5g1n
5164|5j6a
Q9NRG4|5kjn
6872|5mg2
P22756|5neb
P03372|5t97
P03452|5w5s
P06026|6apr
Q2LG68|6euw
5164|2bu5
P04035|2q6c
1633|4jln
P00918|4kni
Q8N1Q1|4knn
1633|4q1d
P09874|4r6e
P04191|5a3r
P00918|5n25
23476|5ueu
P26043|1j19
Q9UMV0|1ywh
Q9WYE2|2zwz
P05414|1al7
P05092|1cwc
P13100|1f28
P08254|1g49
P18031|1q6j
P61823|1u1b
P55859|1v48
P0A6D3|1x8t
P50579|2ea2
P00918|2hd6
Q86C09|2i19
P27487|2oph
P00742|2ra0
P03366|2wl0
Q8N1Q1|3czv
P06401|3g8o
P06401|3hq5
P06401|3kba
D0PY27|3phe
Q9GJ77|3rwj
P00918|3ryj
Q6GG09|3t07
P05164|4c1m
P15042|4glx
Q9H2K2|4j3l
Q9GZT9|4jzr
Q04609|4p44
Q04609|4p45
P01901|4pg9
D0VX11|4qem
O43570|4qjw
Q03643|4qxt
P56817|4r93
Q9H8M2|4uiv
Q13451|4w9p
P43235|4x6j
Q00955|5cte
P15090|5hz6
P56817|5i3v
Q6DLV0|5jjr
P08235|5l7g
P03372|5t92
A5U4D5|5try
A5U4D5|5ts0
23476|2yem
P39900|4gr3
P01857|4o4y
Q9H8M2|5eu1
P06202|1b6h
P00772|1eat
P42574|1gfw
Q92731|1nde
Q7DC80|1nf8
P22102|1njs
P31800|1sqq
Q9L5C7|1yly
Q91RS4|2a4r
P56817|2b8l
P43235|2bdl
P00734|2cf9
P27958|2f9v
P00742|2j34
P13482|2jg0
P03367|2o4n
P20701|2o7n
Q9ELS8|2oc0
P09955|2pj5
Q38BV6|2ptz
Q38BV6|2pu0
P00742|2xbx
P56817|2xfi
P07900|2xjg
P17707|3dz6
P34913|3koo
P00918|3n2p
Q9BJF5|3n51
A8K220|3odi
P11838|3prs
P56817|3tpp
O92972|3uph
Q5JIH4|3vx3
P00918|3zp9
Q9H2K2|4bfp
P43490|4n9e
P23639|4no9
P43490|4o13
P19793|4pp3
E3NZ06|4qpd
Q9NRG4|4wuy
5347|MHCADKAEQICIEV-ZAMDGWLESA-N
P00523|4ybk
P03362|4ydg
23476|4z1q
P34913|5ake
P56817|5hdv
Q00987|5hmi
6872|5i29
Q13822|5mhp
A5U4D5|5trg
P19491|1m5f
Q9BY41|3mz3
P04746|3ole
P39900|4gr8
P04035|3cd7
P00918|3ibl
P39900|3n2u
P04746|3olg
Q9I6J0|3ttn
K7N5N3|4gzp
B2FRP5|5ne3
O00408|6b96
P03367|1a94
P08254|1b8y
P00918|1cny
P00734|1jwt
P02911|1laf
Q06121|1lbf
P02911|1lst
P00760|1o2t
P00749|1w12
Q92731|1x78
Q9J2R0|2fle
Q9Y5Y6|2gv7
P10275|2oz7
P66937|2xcs
Q04609|3bi0
Q8WSF8|3c84
P56817|3cib
Q04609|3d7d
P00918|3dd8
P26663|3e51
P04818|3h9k
P56817|3ooz
D0VX21|3sut
P42262|3ua8
Q96CA5|3uw5
Q9H2K2|4avu
Q9H2K2|4bjc
5347|HQGGRMRDQZSONN-KZELWVORSA-N
Q6GI75|4fs3
P10415|4ieh
P0C6F2|4mc1
P03366|4o44
Q04609|4p4b
Q8A3I4|4pcs
Q8IDJ8|4pg3
P23639|4qlv
Q8IL11|4r76
P56817|4r95
P55055|4rak
P05024|4res
P08191|4x5r
5347|YNPKNMYROSKWTJ-QAGPUXANSA-N
P17931|5e89
O23346|5elw
Q9H8M2|5f1h
Q9H7B4|5hi7
P17752|5tpg
O00408|5tzz
P00918|5uln
O75530|5wuk
P07267|1fq6
P29274|2ydv
P62508|2zas
P17109|3hwx
Q6PRR9|4zl4
P30405|2z6w
P04035|3ccw
Q96RI1|5q16
P45452|5uwn
P01901|2clv
O76074|3sie
Q81R22|4ele
P43235|1au2
P08254|1bm6
P05092|1cwb
P62593|1erq
P01901|1fzo
P00749|1gj7
Q09161|1h2t
Q09161|1h2u
P01903|1klg
P14555|1kvo
P25774|1npz
P18031|1q6m
Q25756|1qng
P56658|1v79
P62509|1vjb
Q13231|1waw
P16293|1x7a
P47811|1ywr
P27487|2ajl
P03369|2f3k
P84751|2g2r
P27487|2onc
P14780|2ovz
P09955|2pj4
P56817|2vj6
P56817|2wf4
P56817|2xfj
P42260|2xxy
P0A1R0|2ylc
P18031|2zn7
P09467|3a29
P56109|3c56
P96275|3e3u
P27487|3f8s
P81180|3gxz
P26663|3h59
P19801|3hig
Q8IL11|3kr5
P23639|3mg6
P23639|3mg7
P0A9H3|3n75
P00918|3rz5
P13053|3vtc
Q9R1E6|3wax
P07711|4axm
I6L8L2|4b5d
P35222|4djs
Q95WL3|4dzw
Q38C91|4eg4
Q07817|4ehr
P19491|4g8m
Q08602|4gts
P19491|4igt
P56817|4j1k
P19793|4m8e
O92972|4mz4
P00918|4ruy
P07900|4u93
P22102|4zz1
------|5csd
P0A0K8|5d7r
O14744|5emk
------|5fb7
P41229|5fwj
Q8E378|5jf2
P43490|5kit
P55055|5kyj
D6D1V7|5lyr
O43924|5ml2
P41597|5t1a
Q08499|5tkb
O75530|5u8a
P04035|3cd5
P07711|3hha
P04150|3k22
P23639|4gk7
A6NFY8|4uiu
P03366|1ajx
P42574|2h5j
P04035|2q1l
Q81R22|2qk8
A8DG50|3sv8
P52732|4a50
Q9UGN5|4tvj
P00918|5e28
P03252|1avp
P03369|1b6j
P00734|1c4y
------|1f90
P00760|1k1p
P18031|1q6s
P98170|1tfq
P93836|1tg5
P30803|1tl7
P00918|1zfk
Q8Q3H0|2cem
P14740|2gbf
P56817|2irz
P13482|2jjb
Q9QYJ6|2ovv
P09955|2pj2
P09955|2pj9
P00491|2q7o
Q9Y233|2y0j
P07711|2yj2
Q5SJ64|3au6
Q16651|3e0p
P00918|3eft
P56817|3ivi
P09467|3kc0
P43235|3o0u
P00918|3p3j
3795|3q92
Q9QYJ6|3qpp
P00918|3sbi
P13053|3vtd
P0A522|3wdc
P45452|3wv2
Q8Q3H0|4a6c
Q9Y233|4ael
P07900|4cws
P00918|4g0c
J9PBT4|4g68
Q00987|4hbm
Q9YK84|4hs8
P56817|4j1f
P97612|4j5p
P0A7Z4|4kmu
O70370|4mzs
O14842|4phu
Q6GJI9|4qga
E6MUM9|4quo
P00918|4rux
Q9BJF5|4yjn
O60760|5aix
O00255|5db3
Q91977|5ewm
23476|5f63
P14555|5g3n
6872|5i1q
P55055|5jy3
Q9NRG4|5kjk
O75164|5ly2
P03951|5q0h
P00918|3daz
P43235|1mem
P47811|2ewa
P00918|3dcs
Q9QYJ6|3hqy
Q04631|4gtp
P12821|6en5
P01901|1leg
P31800|1sqb
P01892|3bh8
Q8SR45|3fmq
P00918|3t85
Q5HGZ3|3u7n
F8UU09|4b7j
P12821|4bxk
P00918|4knj
P00918|5n1r
P29274|5uig
P11838|1epo
P04587|1g2k
P04585|1hvh
P04584|1idb
P00734|1nzq
P00760|1o3e
P00760|1o3f
P00760|1o3g
P56658|1qxl
Q08499|1xom
P56658|2e1w
Q2EID8|2eh8
P56817|2oah
P00491|2oc9
Q6BB74|2p3a
P56817|2p83
P56817|2q15
P03372|2qe4
Q10714|2x8z
P25911|2zva
C3SGA2|3a5y
P03369|3ekw
P00523|3g5d
Q04609|3iww
P00918|3mhc
P22734|3nwb
P39898|3qs1
P07900|3r4p
P56817|3rvi
Q9Y233|3sni
O95271|3uh4
Q9Y233|3uuo
Q04760|3vw9
Q07343|3w5e
O76083|4g2j
B6CAM1|4j2t
Q6P179|4jbs
Q8IL11|4k3n
F0TRT1|4m4q
F0TRT1|4m5u
P04585|4ncg
Q04609|4ngp
Q8I5R7|4q15
P00918|4r59
Q8IL11|4r7m
P00734|4uff
Q9H2K2|4uvx
P09874|4uxb
P00742|4y79
O76083|4y8c
------|4yhz
P08709|4yt6
P43235|4yv8
P0AD64|4zam
5209|5ajx
P03420|5ea7
Q9EXV5|5fao
P50579|5ji6
